125	0.5907034328	0.0635141222	0.000224865	0.02892139	0	0	0.0781957786	0.0023146933	0.0015383823	0.2084156875	0.0261716484	4.07E-003
125.09	0.5892736623	0.0633830292	0.0002243989	0.0288638823	0	0	0.0781209911	0.0023159655	0.0015455275	0.209881309	0.0263912342	4.08E-003
130	0.5080028764	0.0550353499	0.0001948947	0.0248784333	0	0	0.0730803977	0.0022832509	0.0019548802	0.2950222101	0.0395477068	4.89E-003
135	0.4179810893	0.0456187173	0.0001614779	0.020458215	0	0	0.0651789261	0.0021650114	0.0022907323	0.3916939974	0.0544518333	6.12E-003
140	0.3274419852	0.0359850919	0.0001272765	0.0160182086	0	0	0.055194525	0.001966887	0.0024921352	0.492094269	0.0686796215	8.05E-003
145	0.2421495163	0.0268043085	0.000094824	0.0118485401	0	0	0.0440458541	0.0017062969	0.002528641	0.591355548	0.079466471	1.12E-002
150	0.1655248697	0.0184411453	6.52715578919223E-005	0.0081010378	0	0	0.0324219686	0.0013939249	0.0023744831	0.6883506424	0.0833266567	1.68E-002
160	0.0373466338	0.0042113478	0.000014898	0.0018279258	0	0	0.008426509	0.0005511743	0.0012186596	0.903158043	0.0432448088	7.87E-002
170	0.0085779954	0.0009780804	3.4611989294195E-006	0.0004197329	0	0	0.002215334	0.0001614485	0.0004216774	0.9628022062	0.024420064	3.60E-001
180	0.0053685856	0.0006190562	2.19027665982291E-006	0.0002627004	0	0	0.0015790251	0.0001069566	0.0003095281	0.9304109268	0.0613410309	6.02E-001
190	0.0034085493	0.0003972939	1.40542078186139E-006	0.0001667928	0	0	0.0011358465	0.000070786	0.0002216163	0.783279772	0.211317938	9.90E-001
200	0.0025670041	0.0003022923	1.06940269109395E-006	0.0001256876	0	0	0.0009665475	5.49655475947676E-005	0.0001832428	0.7389528827	0.256846308	1.37E+000
210	0.0020624722	0.0002451405	8.67489658746811E-007	0.0001008971	0	0	0.0008731264	4.51556832762879E-005	0.0001583915	0.7214988715	0.2750150776	1.77E+000
220	0.0017088564	0.0002050358	7.25296605052348E-007	8.36430762278111E-005	0	0	0.0008116843	3.80195801035505E-005	0.0001391652	0.712698401	0.2843144694	2.22E+000
230	0.0014448585	0.0001748286	6.18229189914278E-007	7.07019376240246E-005	0	0	0.000767925	3.24891363601836E-005	0.0001232789	0.7073862778	0.2899990218	2.73E+000
240	0.0014078346	0.0001717886	6.0734884818113E-007	6.89037268261492E-005	0	0	0.0008363194	3.18858145295093E-005	0.0001247495	0.7036136406	0.2937442704	3.29E+000
250	0.001073846	0.00013195	4.66845264472445E-007	5.25455750732631E-005	0	0	0.0007114803	2.4392155412283E-005	9.8083374615417E-005	0.7007775531	0.2971296825	3.92E+000
260	0.0009403856	0.0001163649	4.11729381227948E-007	4.60142704794909E-005	0	4.20590748487972E-008	0.0006948609	2.13753468784483E-005	8.80085060556538E-005	0.6985350972	0.2995574396	4.63E+000
270	0.0008299256	0.0001034309	3.6585530325688E-007	4.05992108518125E-005	0	2.28428361740266E-006	0.0006841753	1.88291556479021E-005	7.92008295523741E-005	0.6963828194	0.3018583695	5.41E+000
280	0.0007483894	9.39277395283442E-005	3.32138701713652E-007	3.66134638025525E-005	0	1.11963142360465E-005	0.000688697	1.69341260220175E-005	7.25406246654757E-005	0.6944428117	0.3038885575	6.27E+000
290	0.0006600711	8.33832501141411E-005	2.94922447557506E-007	3.23096215488882E-005	0	3.11854465723161E-005	0.0006792237	1.48640913568983E-005	6.47441514285067E-005	0.6928248745	0.3056090492	7.21E+000
300	0.0005940546	0.000075502	0.000000267	0.000029071	0	7.00595637664327E-005	0.0006856532	1.32903004613278E-005	0.000058798	0.6912414043	0.3072319001	8.23E+000
310	0.0005374853	6.87292109110984E-005	0.000000243	2.63017905059131E-005	0	0.0001409254	0.0006986346	1.19417405226196E-005	5.35452236336815E-005	0.6897532205	0.3087089732	9.35E+000
320	0.0004885255	6.28212562087799E-005	2.22229364624512E-007	2.39003180205978E-005	0	0.0002712241	0.0007199473	0.000010775	4.88715067534587E-005	0.6883898101	0.3099839026	1.06E+001
330	0.0004459392	5.76651316448683E-005	2.03910921786036E-007	2.18247090811523E-005	0	0.0005317875	0.0007534078	0.000009757	4.47288473595176E-005	0.6870398179	0.3110948679	1.19E+001
340	0.0004086263	5.31214150574642E-005	1.87877613288676E-007	2.00015773697775E-005	0	0.0012190935	0.0008089594	8.87367378975808E-006	4.09983331084999E-005	0.6853914055	0.3120487325	1.33E+001
350	0.0003702827	0.000048379	1.71094762793288E-007	1.8117093642113E-005	0	0.0161485697	0.0009095248	7.71394484356634E-006	3.69481942896426E-005	0.6739692294	0.3084910641	1.50E+001
360	0.0003290872	4.3215874667695E-005	1.52782224827339E-007	1.61067343579826E-005	0	0.0530711103	0.0009553959	6.21094216969689E-006	3.23003755560263E-005	0.6477456479	0.2978007719	1.73E+001
370	0.0002940938	3.88092477834824E-005	1.37226908492266E-007	1.43908558038921E-005	0	0.08630464	0.0009658021	4.97175468539669E-006	2.82805878917851E-005	0.6241268099	0.2882220645	1.98E+001
380	0.0002648487	3.51095044108411E-005	1.24151988161795E-007	1.29637151431875E-005	0	0.1137167995	0.0009570049	3.97875013785754E-006	2.49017493496934E-005	0.6047058044	0.2802784647	2.24E+001
390	0.0002405871	3.20412641027756E-005	1.13254765194959E-007	1.17735783565768E-005	0	0.1358581322	0.0009386346	0.000003193	0.000022076	0.588877193	0.2740162561	2.52E+001
400	0.00022005	2.94394637746938E-005	1.04110844985072E-007	1.07698424426727E-005	0	0.1532713395	0.0009139447	2.56671772726759E-006	1.9696166340574E-005	0.5764991519	0.2690329375	2.82E+001
410	0.000202629	2.72190651117505E-005	9.6251997169745E-008	9.91357121315549E-006	0	0.1668068899	0.0008856209	0.000002067	0.000017674	0.5668101964	0.2652376939	3.12E+001
420	0.00018762	2.53108040348746E-005	8.95187862244934E-008	9.18171236023728E-006	0	0.1772629069	0.0008562034	0.000001667	1.59545344054313E-005	0.559165119	0.2624759471	3.44E+001
430	0.0001746564	2.36548231135939E-005	8.36375494531605E-008	8.54430584572287E-006	0	0.1851974309	0.0008262859	1.34457317597081E-006	1.44706236355468E-005	0.5533354065	0.2604181222	3.77E+001
440	0.000163232	2.22042332843966E-005	7.851112975312E-008	7.98748466470948E-006	0	0.1909934214	0.0007965568	1.08293732634034E-006	1.31769144880314E-005	0.5488960498	0.2591062099	4.11E+001
450	0.0001532407	2.09182888958335E-005	0.000000074	7.49934793927008E-006	0	0.1952478349	0.0007674378	8.717823681647E-007	1.2047875250132E-005	0.5457335185	0.2580565569	4.46E+001
460	0.0001442456	0.00001977	6.990334039895E-008	7.05878538212543E-006	0	0.1979903217	0.0007386522	6.99655688918868E-007	1.1049706062469E-005	0.5434621716	0.2576259608	4.82E+001
470	0.0001362817	0.000018745	6.62742250438568E-008	6.66590927851104E-006	0	0.1997463577	0.0007108507	5.60174997394504E-007	0.000010174	0.5418937797	0.2574765189	5.20E+001
480	0.0001290177	1.78106737734142E-005	0.000000063	6.31477483409335E-006	0	0.2004036597	0.0006841305	4.46833897080627E-007	9.38619821482792E-006	0.5412152453	0.2575339255	5.58E+001
490	0.000122446	1.6962288140008E-005	0.00000006	5.99278475567179E-006	0	0.200372251	0.0006581034	3.5528891217396E-007	8.68335459856961E-006	0.5407878268	0.2580273191	5.98E+001
500	0.0001164923	1.61951143397476E-005	5.72612971298218E-008	5.702681188359E-006	0	0.1997814298	0.0006334228	2.81694942473216E-007	8.0522233556023E-006	0.5408793013	0.2585590648	6.40E+001
550	9.30736823159001E-005	1.31364218287249E-005	4.64676413941464E-008	4.55334445827972E-006	0	0.1904146834	0.0005234962	9.14590211604818E-008	5.68014727888238E-006	0.5459861364	0.2629591025	8.67E+001
600	7.66993475719057E-005	1.09873561175382E-005	3.88490990640228E-008	3.7523191246138E-006	0	0.1762573459	0.0004349862	6.21497191169839E-008	4.1606987325223E-006	0.5545830433	0.2686289239	1.13E+002
650	6.45616898216682E-005	9.37017521708728E-006	3.31399515472931E-008	3.15956465003789E-006	0	0.160969454	0.0003647203	9.9405941983799E-008	3.13591313130137E-006	0.5641582852	0.2744271806	1.44E+002
700	5.51936955063042E-005	8.105211513484E-006	2.86644997525145E-008	2.70043288425112E-006	0	0.1460615013	0.0003072714	1.62383720321869E-007	2.41758895143575E-006	0.5735135871	0.2800490323	1.79E+002
750	4.77625331782572E-005	7.09588686032617E-006	2.50821792302263E-008	0.000002337	0	0.1323287009	0.0002607761	2.32830933724602E-007	1.90547849859338E-006	0.5821914895	0.2851596747	2.19E+002
800	4.17780907375202E-005	6.26860402197362E-006	2.2159401792996E-008	2.04391274685099E-006	0	0.1198142711	0.0002229173	3.02314582386617E-007	1.53161127219633E-006	0.5901864221	0.2897244428	2.64E+002
850	3.68346898451061E-005	5.57746249503283E-006	1.97285711990684E-008	1.80246104822441E-006	0	0.1086354137	0.0001916164	3.67080013159741E-007	1.25453315972885E-006	0.5973364149	0.2937906991	3.16E+002
900	3.27269494641941E-005	4.99883380431794E-006	1.76741609145697E-008	1.60043091933418E-006	0	0.0986633096	0.0001656182	4.2536993283928E-007	1.04828091199397E-006	0.6036125323	0.2975177224	3.73E+002
950	2.92489401157041E-005	4.5063507893444E-006	1.59335775497286E-008	1.43040591332669E-006	0	0.0898523779	0.0001440247	4.77641142578048E-007	8.92344424969722E-007	0.6092384866	0.3007285392	4.37E+002
1000	0.00002628	4.08186864201419E-006	1.44323212699788E-008	0.000001286	0	0.0820116755	0.0001259233	0.000000524	7.74609435347481E-007	0.6142503101	0.3035791302	5.08E+002
